Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"a excelencia no atendimento ao cliente","1","1","70","70.01","0.39","https://blog.neoassist.com/o-que-e-excelencia-no-atendimento-ao-cliente-afinal/","0.10","0.00","0.37","7640000","0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.78,0.78,0.78,0.78","1511197491"
"o que é qualidade no atendimento ao cliente","1","1","70","61.88","2.11","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.10","0.05","0.27","11900000","0.19,0.15,0.06,0.15,0.02,0.02,0.23,1.00,0.15,0.15,0.81,0.04","1511152493"
"sistema de atendimento ao cliente","1","2","70","45.05","8.86","https://blog.neoassist.com/sistema-de-atendimento-ao-cliente/","0.10","0.24","0.92","2190000","0.64,0.64,1.00,0.64,0.64,0.45,0.45,0.45,0.64,0.64,0.82,0.82","1512550311"
"melhor atendimento ao cliente","1","1","70","70.27","0.00","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.10","0.00","0.16","10800000","0.78,0.78,1.00,1.00,0.78,0.44,0.78,1.00,1.00,0.78,1.00,0.56","1512488305"
"fidelizar","9","0","1000","62.85","2.54","https://blog.neoassist.com/fidelizar-clientes-porque/","0.09","0.06","0.02","2500000","0.54,0.05,0.02,0.05,0.16,0.30,0.44,1.00,0.67,0.67,0.16,0.54","1510369931"
"o que é marketing de relacionamento","5","7","590","56.44","2.50","https://blog.neoassist.com/estrategias-de-marketing-de-relacionamento/","0.09","0.06","0.02","455000","0.44,0.55,1.00,0.82,0.82,0.36,0.30,0.36,0.82,1.00,1.00,1.00","1511632981"
"o que é marketing de relacionamento","6","8","590","56.44","2.50","https://blog.neoassist.com/o-que-e-marketing-de-relacionamento/","0.09","0.06","0.02","455000","0.44,0.55,1.00,0.82,0.82,0.36,0.30,0.36,0.82,1.00,1.00,1.00","1511632981"
"satisfaçao","5","0","590","77.79","0.00","https://blog.neoassist.com/o-que-e-satisfacao-do-cliente/","0.09","0.00","0.00","29500000","1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.81,0.81,1.00,1.00,1.00","1510963048"
"net promoter score","6","4","590","56.99","10.00","https://blog.neoassist.com/net-promoter-score-nps/","0.09","0.24","0.14","729000","0.67,0.67,0.82,0.82,0.67,0.54,0.54,0.67,0.82,0.82,0.82,1.00","1511632852"
"contact","19","20","9900","62.94","0.42","https://blog.neoassist.com/contact-center-o-que-e/","0.09","0.00","0.47","3125032000","1.00,0.82,0.82,0.82,0.82,0.67,0.82,0.82,0.82,0.82,0.82,0.82","1513551542"
"atendimento a clientes","3","0","320","72.03","0.87","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.09","0.01","0.12","24900000","0.67,0.81,0.81,0.67,0.67,0.44,0.81,0.67,1.00,0.67,0.81,0.67","1513181370"
"fidelização","7","0","720","54.21","0.81","https://blog.neoassist.com/fidelizacao-do-cliente/","0.09","0.01","0.05","1610000","0.82,0.07,0.03,0.07,0.10,0.29,1.00,0.19,0.02,0.13,0.10,0.36","1510675309"
"o que e sac","2","2","210","72.18","0.00","https://blog.neoassist.com/o-que-e-sac/","0.08","0.00","0.01","52900000","0.82,0.44,0.19,0.44,1.00,0.30,0.67,0.16,1.00,1.00,0.16,0.36","1513320486"
"o que significa call center","2","2","210","72.66","0.06","https://blog.neoassist.com/o-que-e-call-center/","0.08","0.00","0.11","1290000","0.81,0.81,0.81,1.00,0.81,0.65,1.00,0.81,1.00,0.81,1.00,0.81","1512516872"
"qualidade de atendimento","2","0","210","57.98","3.29","https://blog.neoassist.com/6-dicas-para-melhorar-a-qualidade-no-atendimento/","0.08","0.07","0.09","28700000","0.65,0.65,1.00,0.81,0.81,0.42,0.42,0.81,1.00,1.00,1.00,0.81","1508893027"
"qualidade no atendimento ao público","11","14","590","67.25","2.24","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.08","0.05","0.05","15200000","0.05,0.09,0.20,0.09,0.16,0.06,0.06,0.25,0.16,0.16,1.00,0.67","1511690354"
"atendimento de qualidade","2","0","210","51.27","4.30","https://blog.neoassist.com/6-dicas-para-melhorar-a-qualidade-no-atendimento/","0.08","0.09","0.16","5510000","0.66,0.81,0.81,0.66,0.66,0.53,0.44,0.44,0.66,0.66,1.00,1.00","1512392334"
"calcenter","11","0","590","75.66","3.32","https://blog.neoassist.com/o-que-e-call-center/","0.08","0.07","0.19","431000","0.82,0.82,0.82,0.82,1.00,0.67,1.00,0.82,1.00,1.00,1.00,1.00","1510978228"
"modelo de pesquisa","5","7","480","66.19","1.01","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.07","0.01","0.32","43100000","0.54,0.81,1.00,1.00,1.00,0.36,0.36,0.44,1.00,1.00,1.00,0.81","1511621227"
"call center o que faz","6","5","480","70.51","0.09","https://blog.neoassist.com/o-que-e-call-center/","0.07","0.00","0.03","815000","0.12,0.67,0.30,0.67,0.16,0.44,1.00,0.24,0.16,0.16,0.24,0.55","1511634383"
"qualidade do atendimento","1","1","50","58.16","2.50","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.07","0.04","0.05","36800000","0.56,0.78,0.78,0.78,0.78,0.33,0.22,0.44,0.78,0.56,1.00,0.78","1512610175"
"call center o que é","3","0","260","67.79","2.47","https://blog.neoassist.com/contact-center-o-que-e/","0.07","0.04","0.05","672000000","0.81,0.81,0.81,1.00,1.00,0.81,0.81,0.81,0.66,0.81,1.00,0.81","1513524357"
"qualidade em atendimento ao cliente","1","1","50","56.79","2.08","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.07","0.04","0.09","12600000","0.57,0.43,0.71,1.00,0.57,0.43,0.29,0.43,0.71,0.71,1.00,0.71","1512550464"
"satisfação cliente","1","1","50","57.36","0.00","https://blog.neoassist.com/satisfacao-do-cliente/","0.07","0.00","0.38","2460000","0.71,1.00,1.00,1.00,1.00,0.43,0.57,0.57,0.71,0.71,1.00,0.71","1512533036"
"call cente","1","1","50","70.83","3.09","https://blog.neoassist.com/o-que-e-call-center/","0.07","0.06","0.10","147000000","0.44,0.56,0.44,0.56,0.56,0.56,0.56,1.00,0.56,0.78,0.44,0.56","1512546279"
"treinamento atendimento ao cliente","3","3","260","61.83","2.24","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.07","0.04","0.32","417000","0.66,0.66,1.00,0.81,0.66,0.53,0.66,0.66,0.81,1.00,1.00,0.81","1511896204"
"gerenciamento do relacionamento com o cliente","1","1","50","67.23","0.00","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.07","0.00","0.34","1120000","0.27,0.45,0.64,1.00,1.00,0.27,0.09,0.18,0.45,0.45,0.36,0.36","1512592120"
"atendimento de qualidade ao cliente","1","1","50","54.72","0.00","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.07","0.00","0.16","11500000","0.78,0.56,0.56,0.56,0.78,0.56,0.44,0.56,0.78,1.00,0.56,0.56","1512596353"
"o que e atendimento ao cliente","1","1","50","70.74","0.16","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.07","0.00","0.40","22300000","0.33,0.56,1.00,0.44,0.78,0.22,0.33,0.33,0.56,0.33,0.78,0.56","1512549220"
"o que é relacionamento","11","9","480","78.34","0.00","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.07","0.00","0.01","6910000","0.19,0.19,0.82,0.19,0.54,0.29,0.24,0.54,0.82,0.82,1.00,0.82","1511420121"
"a importancia do planejamento","11","10","480","64.89","2.80","https://blog.neoassist.com/a-importancia-do-planejamento/","0.07","0.05","0.03","416000","0.12,1.00,0.44,1.00,0.44,0.67,0.16,0.36,0.24,0.24,0.24,0.16","1513378278"
"o que é contact center","2","2","170","57.37","4.75","https://blog.neoassist.com/contact-center-o-que-e/","0.07","0.08","0.13","168000000","0.65,0.65,0.81,0.65,0.65,0.42,0.65,0.54,0.81,0.81,1.00,0.65","1512404759"
"atendimento sac","2","2","170","82.80","0.19","https://blog.neoassist.com/o-que-e-sac/","0.07","0.00","0.00","1430000","0.81,0.81,0.67,0.81,0.81,0.67,1.00,0.81,1.00,1.00,0.81,0.81","1511910050"
"conceito de atendimento","2","3","170","61.78","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.07","0.00","0.01","19700000","0.82,0.67,0.07,0.67,0.24,1.00,1.00,0.24,0.36,0.03,0.36,0.36","1513353570"
"atende los","15","15","4400","70.52","0.00","https://blog.neoassist.com/7-tipos-de-clientes-que-voce-conhece-muito-bem-como-atende-los/","0.07","0.00","0.01","5970000","0.16,0.44,1.00,0.44,0.24,0.29,0.19,1.00,0.67,0.67,0.55,0.16","1513602913"
"excelencia em atendimento","2","2","170","69.06","0.78","https://blog.neoassist.com/5-dicas-de-como-obter-excelencia-no-atendimento/","0.07","0.01","0.09","380000","0.65,0.65,0.65,0.65,0.65,0.35,0.42,0.42,0.81,0.65,1.00,0.81","1511925155"
"satisfação de clientes","2","2","170","64.97","1.10","https://blog.neoassist.com/satisfacao-do-cliente/","0.07","0.01","0.35","1700000","0.52,0.67,0.81,1.00,1.00,0.33,0.33,0.52,0.81,1.00,1.00,0.67","1512507549"
"atendimento humanizado","8","10","720","55.48","2.31","https://blog.neoassist.com/atendimento-humanizado/","0.06","0.04","0.02","549000","0.03,0.02,0.09,0.02,0.09,0.03,1.00,0.06,0.09,0.09,0.81,0.54","1511631243"
"atendimento ao publico","12","66","1600","76.67","1.69","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.06","0.02","0.07","37200000","0.68,0.84,0.84,0.84,0.84,0.53,0.84,0.68,0.84,1.00,1.00,0.68","1513544274"
"atendimento significado","6","0","390","73.84","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.06","0.00","0.00","2940000","0.19,1.00,0.44,1.00,0.67,0.67,0.15,0.36,0.24,0.24,0.36,0.24","1513230749"
"pesquisa de satisfação de clientes","7","8","480","54.13","2.18","https://blog.neoassist.com/modelos-de-pesquisa-de-satisfacao-do-cliente/","0.06","0.03","0.75","426000","0.82,0.82,1.00,1.00,0.82,0.44,0.44,0.36,0.67,0.54,0.67,0.54","1511625076"
"o cliente","7","7","480","78.57","1.14","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.06","0.01","0.02","17300000","0.16,0.13,0.13,0.16,0.16,1.00,0.13,0.13,0.20,0.11,0.16,0.13","1511624955"
"como atender um cliente","7","16","480","65.37","1.72","https://blog.neoassist.com/como-atender-um-cliente-com-excelencia/","0.06","0.02","0.04","18900000","0.38,0.07,0.17,0.07,0.14,0.46,1.00,0.21,0.14,0.14,0.09,0.09","1511620804"
"o que é um call center","2","2","140","63.36","0.09","https://blog.neoassist.com/o-que-e-call-center/","0.05","0.00","0.12","221000000","0.43,0.67,0.52,0.67,1.00,0.52,0.67,0.52,0.67,0.67,0.81,0.67","1512408714"
"gerenciamento de relacionamento com o cliente","1","2","40","66.39","9.93","https://blog.neoassist.com/gestao-de-relacionamento-com-o-cliente/","0.05","0.15","0.48","614000","0.29,0.43,0.71,1.00,0.71,0.14,0.14,0.29,0.57,0.57,1.00,0.57","1512859231"
"a satisfação do cliente","1","0","40","67.61","0.00","https://blog.neoassist.com/satisfacao-do-cliente/","0.05","0.00","0.20","972000","0.57,0.71,0.57,0.71,1.00,0.43,0.29,0.29,0.43,0.57,0.57,0.71","1509321755"
"modelos de sla","1","1","40","58.34","2.02","https://blog.neoassist.com/modelo-de-sla/","0.05","0.03","0.19","450000","1.00,0.43,0.43,0.57,0.57,0.29,0.29,0.43,0.57,0.43,1.00,0.57","1512861937"
"satisfação ao cliente","1","0","40","59.11","0.87","https://blog.neoassist.com/satisfacao-do-cliente/","0.05","0.01","0.46","2820000","0.60,0.60,1.00,1.00,0.80,0.40,0.20,0.40,0.80,0.80,0.80,1.00","1509342796"
"importancia do planejamento","11","11","390","62.82","0.00","https://blog.neoassist.com/a-importancia-do-planejamento/","0.05","0.00","0.00","419000","0.54,0.66,0.81,0.66,1.00,0.44,0.36,0.36,0.81,0.81,1.00,0.81","1512604754"
"o que atendimento ao cliente","1","0","40","73.48","0.84","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.05","0.01","0.37","21600000","0.60,1.00,1.00,0.80,0.80,0.40,0.40,0.40,0.80,0.60,0.80,1.00","1509353142"
"o q é call center","2","2","140","68.49","4.88","https://blog.neoassist.com/o-que-e-call-center/","0.05","0.07","0.04","274000","0.65,0.82,0.65,0.82,0.82,1.00,1.00,0.82,1.00,0.82,0.82,0.65","1512393101"
"qualidade do atendimento ao cliente","1","1","40","50.20","0.00","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.05","0.00","0.04","11400000","0.29,0.43,0.71,0.43,0.71,0.29,0.43,0.29,1.00,0.43,1.00,0.43","1513099956"
"tipos de cliente","2","2","140","63.70","0.00","https://blog.neoassist.com/7-tipos-de-clientes-que-voce-conhece-muito-bem-como-atende-los/","0.05","0.00","0.01","32400000","0.30,0.36,0.82,0.36,0.82,0.55,0.24,1.00,0.16,0.16,0.16,0.24","1513365181"
"call senter","1","0","40","67.59","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.05","0.00","0.22","56000000","0.80,0.80,0.60,0.80,0.80,0.60,0.80,1.00,1.00,0.60,0.80,0.60","1509321109"
"call center significado","3","0","210","67.34","0.03","https://blog.neoassist.com/o-que-e-call-center/","0.05","0.00","0.04","448000","0.44,0.44,0.44,0.53,0.53,0.53,0.53,0.53,0.81,0.81,1.00,0.81","1508904164"
"relacionamento ao cliente","1","0","40","70.56","4.07","https://blog.neoassist.com/o-que-e-relacionamento-com-o-cliente/","0.05","0.06","0.34","7560000","0.80,0.60,0.80,0.60,0.80,0.40,0.60,0.80,0.60,0.60,1.00,0.80","1509342861"
"qualidade de atendimento ao cliente","2","2","140","51.59","3.03","https://blog.neoassist.com/6-dicas-para-melhorar-a-qualidade-no-atendimento/","0.05","0.04","0.13","12200000","0.52,0.67,0.81,1.00,1.00,0.52,0.67,0.43,0.52,0.33,0.43,0.52","1512439771"
"atendimento cliente","2","2","140","73.10","0.13","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.05","0.00","0.23","24800000","0.67,0.67,0.81,0.67,1.00,0.43,0.67,0.67,0.67,0.67,0.81,0.67","1512392812"
"o que é um atendimento de qualidade","1","1","40","51.54","0.00","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.05","0.00","0.10","51900000","0.11,0.22,1.00,0.44,0.33,0.22,0.11,0.22,0.33,0.33,0.78,0.78","1512978603"
"acordo de nível de serviço","4","7","260","66.99","0.00","https://blog.neoassist.com/acordo-de-nivel-de-servico-estruturar/","0.05","0.00","0.00","11700000","0.53,0.53,0.81,0.81,0.81,0.53,0.53,0.53,1.00,0.81,1.00,1.00","1511924895"
"a qualidade no atendimento","1","0","40","49.47","1.59","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.05","0.02","0.17","25800000","0.57,0.43,0.57,0.57,1.00,0.57,0.43,0.57,1.00,0.43,1.00,0.57","1509327417"
"cliente conceito","9","0","590","77.14","0.00","https://blog.neoassist.com/o-que-e-satisfacao-do-cliente/","0.05","0.00","0.01","1450000","0.44,0.29,0.02,0.29,0.54,0.19,0.36,0.81,0.54,0.54,1.00,0.19","1510543106"
"bom atendimento ao cliente","8","9","590","59.57","2.11","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.05","0.03","0.07","2650000","0.82,0.82,1.00,0.82,0.82,0.54,0.54,0.67,1.00,0.82,1.00,0.82","1512548566"
"o que é nps","9","0","590","69.84","1.40","https://blog.neoassist.com/net-promoter-score-nps/","0.05","0.01","0.18","768000","0.19,0.19,0.81,0.19,0.54,0.29,0.24,0.54,0.81,0.81,1.00,0.81","1510958092"
"serviço de atendimento ao consumidor","5","0","320","75.64","1.27","https://blog.neoassist.com/o-que-e-sac/","0.05","0.01","0.14","3700000","0.82,0.67,1.00,0.82,0.82,0.82,0.82,0.67,1.00,0.82,0.82,0.82","1508846194"
"sla o que é","5","7","320","64.98","0.00","https://blog.neoassist.com/o-que-e-sla/","0.05","0.00","0.03","2950000","0.82,0.44,0.19,0.44,1.00,0.30,0.67,0.16,1.00,1.00,0.16,0.36","1513128769"
"atendimento sac","3","3","170","82.80","0.19","https://blog.neoassist.com/5-regras-bom-atendimento-sac/","0.04","0.00","0.00","1430000","0.81,0.81,0.67,0.81,0.81,0.67,1.00,0.81,1.00,1.00,0.81,0.81","1511910050"
"qualidade atendimento","2","2","110","57.68","0.00","https://blog.neoassist.com/6-dicas-para-melhorar-a-qualidade-no-atendimento/","0.04","0.00","0.04","51900000","0.82,0.65,0.82,1.00,0.82,0.41,0.29,0.53,1.00,0.65,0.53,0.65","1512440283"
"excelencia no atendimento ao cliente","2","2","110","72.36","2.05","https://blog.neoassist.com/5-dicas-de-como-obter-excelencia-no-atendimento/","0.04","0.02","0.30","380000","0.65,0.53,0.82,0.82,0.65,0.29,0.41,0.53,0.82,0.65,1.00,0.82","1512458295"
"atendimento de excelência","2","2","110","65.20","1.95","https://blog.neoassist.com/5-dicas-de-como-obter-excelencia-no-atendimento/","0.04","0.02","0.09","1200000","0.53,0.65,0.65,0.53,0.65,0.41,0.53,0.53,0.82,0.82,0.65,1.00","1512452397"
"marketing relacionamento","4","7","210","61.92","1.36","https://blog.neoassist.com/estrategias-de-marketing-de-relacionamento/","0.04","0.01","0.15","4780000","0.54,0.81,1.00,1.00,1.00,0.54,0.35,0.42,1.00,1.00,1.00,1.00","1511901659"
"o que significa atendimento ao cliente","1","1","30","71.20","0.97","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.04","0.01","0.17","482000","0.43,0.43,0.43,0.43,0.43,0.29,0.14,0.14,0.57,0.43,0.57,1.00","1513128035"
"satisfação de cliente","1","1","30","54.44","2.77","https://blog.neoassist.com/satisfacao-do-cliente/","0.04","0.03","0.34","1560000","0.40,0.40,1.00,0.80,0.60,0.40,0.40,0.40,0.60,0.80,0.80,0.60","1513111318"
"atendimento ou","1","1","30","58.54","0.00","https://blog.neoassist.com/atendimento-ou-relacionamento/","0.04","0.00","0.02","7190000","0.00,0.00,1.00,0.50,0.75,1.00,1.00,1.00,1.00,0.75,1.00,1.00","1511782202"
"atendimento ao","1","2","30","74.13","0.35","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.04","0.00","0.20","48200000","0.75,1.00,0.75,0.75,0.75,0.50,0.75,0.50,1.00,0.75,0.75,1.00","1513101256"
"atendimento ao cliente o que é","1","1","30","69.10","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.04","0.00","0.25","20400000","0.40,0.40,0.40,0.80,0.80,0.40,0.60,0.40,1.00,0.80,0.60,0.60","1511748590"
"calsenter","1","1","30","62.06","0.00","https://blog.neoassist.com/o-que-e-call-center/","0.04","0.00","0.15","170000000","0.40,0.40,0.60,0.60,0.40,0.40,1.00,0.60,0.80,0.60,0.80,0.40","1511797035"
"call center significado","4","0","210","67.34","0.03","https://blog.neoassist.com/contact-center-o-que-e/","0.04","0.00","0.04","448000","0.44,0.44,0.44,0.53,0.53,0.53,0.53,0.53,0.81,0.81,1.00,0.81","1508904164"
"contact centers","1","3","30","54.81","5.80","https://blog.neoassist.com/contact-center-o-que-e/","0.04","0.06","0.80","43900000","0.75,0.50,0.75,0.75,0.75,0.50,0.75,0.50,0.50,1.00,1.00,1.00","1513119376"
"atendimento a cliente","2","2","110","72.45","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.04","0.00","0.12","21700000","0.79,0.64,1.00,0.79,0.64,0.64,0.79,0.79,0.79,0.79,1.00,0.79","1512457903"
"atedimento ao cliente","1","2","30","70.95","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.04","0.00","0.29","22400000","1.00,0.75,0.75,0.75,0.50,0.50,0.75,0.50,0.50,0.75,0.75,0.75","1511764777"
"o que é help desk","9","7","480","66.37","16.97","https://blog.neoassist.com/o-que-e-helpdesk/","0.04","0.20","0.36","186000000","0.81,1.00,0.81,1.00,0.66,0.54,0.66,0.81,1.00,1.00,1.00,0.81","1513121086"
"sobre atendimento ao cliente","1","3","30","70.14","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.04","0.00","0.46","19300000","0.75,0.75,1.00,0.75,0.50,0.25,0.50,0.50,0.75,0.50,0.75,0.75","1513099180"
"padrão de atendimento ao cliente","1","1","30","48.95","2.96","https://blog.neoassist.com/qualidade-no-atendimento-ao-cliente-5-pilares/","0.04","0.03","0.15","822000","0.80,1.00,0.60,0.60,0.40,0.20,0.60,0.40,0.60,0.80,0.80,1.00","1513119016"
"tipos de clientes marketing","6","5","260","65.36","0.00","https://blog.neoassist.com/7-tipos-de-clientes-que-voce-conhece-muito-bem-como-atende-los/","0.04","0.00","0.04","16800000","0.82,0.07,0.01,0.07,0.03,0.44,1.00,0.24,0.01,0.01,0.15,0.36","1513485078"
"introdução sobre","7","13","320","77.88","0.00","https://blog.neoassist.com/introducao-consumidor-3-0/","0.03","0.00","0.01","43500000","0.12,0.02,0.08,0.02,0.36,0.30,0.16,0.67,0.02,1.00,0.55,1.00","1513336267"
"como melhorar o atendimento ao cliente","3","3","140","66.30","1.85","https://blog.neoassist.com/6-dicas-para-melhorar-a-qualidade-no-atendimento/","0.03","0.01","0.26","433000","0.65,0.82,1.00,1.00,1.00,0.53,0.65,0.82,1.00,1.00,1.00,0.82","1512400475"
"como fazer um bom atendimento","11","10","260","64.00","1.33","https://blog.neoassist.com/bom-atendimento-ao-cliente-melhores-praticas/","0.03","0.01","0.08","2520000","0.29,0.15,0.67,0.15,1.00,1.00,0.24,0.54,0.36,0.36,0.54,0.36","1513349950"
"prezo significado","26","36","8100","87.74","0.00","https://blog.neoassist.com/o-que-e-atendimento-ao-cliente/","0.03","0.00","0.00","0","0.55,1.00,0.16,0.36,0.16,0.13,0.10,0.82,0.36,0.24,0.24,0.29","1513524541"
"como atender","3","0","140","68.56","0.00","https://blog.neoassist.com/como-atender-um-cliente-com-excelencia/","0.03","0.00","0.03","16400000","0.02,0.06,0.01,0.06,0.16,0.03,0.55,0.12,0.82,0.82,1.00,0.55","1513379740"
