Keyword,Position,Previous Position,Search Volume,Keyword Difficulty Index,CPC,Url,Traffic (%),Traffic Cost (%),Competition,Number of Results,Trends,Timestamp
"melhorar atendimento ao cliente","85","0","90","64.27","0.00","https://www.zendesk.com.br/product/innovative-customer-service/","0.00","0.00","0.30","3120000","0.33,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.33,0.56","1513593242"
"zendesk help center customization","23","0","70","41.36","0.00","https://www.zendesk.com.br/company/press/zendesk-reimagines-customer-self-service-new-help-center/","0.00","0.00","0.29","1430000","0.14,1.00,0.43,0.14,0.14,0.57,0.71,0.14,1.00,1.00,0.14,1.00","1511337798"
"yrivago","16","0","90","78.99","0.09","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.24","21800000","0.24,0.36,0.81,0.36,0.15,0.15,0.15,0.05,0.08,0.19,1.00,0.19","1513477901"
"facebook mensagen","38","54","210","85.97","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.01","29500000","1.00,0.55,0.24,0.55,0.82,0.82,0.82,0.19,0.30,0.30,0.44,0.12","1513334886"
"opentabe","16","44","90","69.48","0.00","https://www.zendesk.com.br/customer/opentable/","0.00","0.00","0.00","63500000","0.11,0.11,0.56,0.11,1.00,0.11,1.00,0.33,0.11,0.11,0.44,0.11","1511189041"
"sonymusic","57","0","260","67.79","5.50","https://www.zendesk.com.br/why-zendesk/customer/sony-music/","0.00","0.00","0.13","34800000","0.81,1.00,0.81,0.81,0.81,0.66,0.66,0.66,1.00,0.66,0.66,0.53","1512502046"
"joomla extensions portugues","30","44","90","53.16","2.93","https://www.zendesk.com.br/chat/features/joomla-live-chat/","0.00","0.00","0.29","148000","0.71,1.00,0.29,1.00,1.00,0.14,0.57,0.14,0.43,0.43,0.71,0.14","1513410088"
"ex-plore","41","21","390","67.10","1.95","https://www.zendesk.com.br/explore/","0.00","0.00","0.01","68000000","0.05,0.06,0.06,0.24,0.44,0.30,0.36,0.67,0.82,0.82,1.00,0.82","1513504036"
"groupno","33","30","30","89.94","0.19","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.11","55400000","1.00,0.75,0.50,0.50,1.00,0.75,0.75,0.50,0.50,0.50,1.00,0.50","1511333420"
"trivaho","15","0","320","77.41","0.19","https://www.zendesk.com.br/customer/trivago/","0.00","0.00","0.21","0","0.29,0.44,1.00,0.44,0.36,0.29,0.36,0.15,1.00,1.00,0.54,0.24","1513264484"
"ferramentas itil","18","19","20","51.58","30.99","https://www.zendesk.com.br/internal-help-desk/it-help-desk-software/","0.00","0.00","0.68","224000","0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.67,1.00,0.67,1.00,0.33","1511754448"
"outtlook 365","42","0","90","60.47","0.00","https://www.zendesk.com.br/outlook/","0.00","0.00","0.03","78400000","0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78,0.11","1513573128"
"chat sem login","22","30","390","78.82","0.52","https://www.zendesk.com.br/chat/","0.00","0.00","0.42","10200000","0.82,1.00,0.24,0.01,0.10,0.08,0.10,0.03,0.01,0.01,0.05,0.06","1513267409"
"groupobn","36","30","20","90.43","0.19","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.11","55700000","1.00,0.50,1.00,1.00,1.00,0.50,0.50,0.50,1.00,0.50,0.50,1.00","1511704784"
"atendimento ao","67","55","30","74.13","0.35","https://www.zendesk.com.br/support/","0.00","0.00","0.20","48200000","0.75,1.00,0.75,0.75,0.75,0.50,0.75,0.50,1.00,0.75,0.75,1.00","1513101256"
"compare telefone","35","33","40","80.17","0.00","https://www.zendesk.com.br/talk/compare/","0.00","0.00","0.07","2350000","0.60,0.80,0.60,0.60,1.00,0.40,0.60,0.80,0.80,1.00,0.80,1.00","1513077614"
"crm valido","69","0","90","63.83","5.05","https://www.zendesk.com.br/support/details/gartner-crm-trends/","0.00","0.00","0.23","485000","0.44,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.44,0.11","1513430566"
"bem vindo ao faceboock","63","64","880","85.99","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.01","26600000","0.55,0.68,0.77,0.55,1.00,1.00,0.68,0.77,0.55,0.55,0.55,0.55","1510674524"
"empresa sistema","52","84","20","55.66","0.00","https://www.zendesk.com.br/","0.00","0.00","0.91","143000000","0.67,0.67,1.00,0.67,0.67,0.33,0.33,0.67,1.00,1.00,1.00,0.33","1511371398"
"help desk self service portal","22","0","90","35.24","0.00","https://www.zendesk.com.br/guide/features/customer-portal-software/hr-self-service/","0.00","0.00","0.00","27500000","0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,1.00,0.20,0.20","1509736315"
"produtos veja","58","77","590","76.74","1.46","https://www.zendesk.com.br/whats-new/","0.00","0.00","0.11","28500000","0.25,0.30,0.45,0.45,0.30,0.25,0.30,0.25,1.00,0.77,0.68,0.37","1511686565"
"zoosk cancel","65","0","70","71.01","0.00","https://www.zendesk.com.br/customer/zoosk/","0.00","0.00","0.14","194000","0.11,0.11,0.11,0.11,0.11,0.11,0.11,1.00,0.11,0.22,0.11,0.22","1511343103"
"melhor cliente de e-mail","65","0","20","75.67","2.34","https://www.zendesk.com.br/recursos/email-rumo-nuvem/","0.00","0.00","0.09","3450000","1.00,1.00,0.67,0.33,0.33,0.67,0.33,0.33,0.67,1.00,0.67,0.67","1511765563"
"www temporeal","94","0","170","49.12","0.00","https://www.zendesk.com.br/chat/","0.00","0.00","0.03","14400000","0.08,1.00,0.24,1.00,1.00,0.66,0.66,0.29,0.08,0.08,0.19,0.66","1513352078"
"emailol","87","0","90","84.44","0.00","https://www.zendesk.com.br/inbox/","0.00","0.00","0.16","2085032000","0.33,0.56,0.22,0.56,1.00,0.33,0.44,1.00,0.56,0.56,0.78,0.56","1509754034"
"mensagem de parceiro","61","73","110","63.09","0.00","https://www.zendesk.com.br/company/customers-partners/","0.00","0.00","0.05","5410000","0.05,0.16,0.67,0.16,0.19,1.00,0.19,0.02,0.30,0.30,0.36,0.67","1513404637"
"inbox mail","20","46","50","68.78","0.55","https://www.zendesk.com.br/inbox/","0.00","0.00","0.18","59300000","0.36,0.45,0.27,0.64,1.00,0.45,0.27,0.45,0.45,0.45,0.45,0.64","1512560969"
"www.telefonica.com","64","55","110","67.42","2.83","https://www.zendesk.com.br/talk/","0.00","0.00","0.27","93400000","0.82,0.65,0.82,0.82,1.00,0.65,0.65,0.65,0.65,0.53,0.53,0.41","1512437899"
"help disk","98","95","20","56.10","0.00","https://www.zendesk.com.br/support/features/remote-helpdesk-software/","0.00","0.00","0.63","186000000","0.67,0.67,0.67,1.00,0.67,0.67,0.67,0.67,1.00,0.67,1.00,0.33","1511387850"
"workflow comunique-se","49","48","480","69.86","13.65","https://www.zendesk.com.br/support/features-variant-a/","0.00","0.00","0.10","11000","0.81,0.81,0.81,1.00,0.81,0.81,0.66,0.44,0.66,0.66,1.00,1.00","1513235098"
"contato contact center","38","0","140","73.55","2.24","https://www.zendesk.com.br/talk/features/virtual-call-center/","0.00","0.00","0.23","432000","0.35,0.35,0.35,0.27,0.27,0.27,0.35,0.35,0.42,1.00,1.00,0.81","1508908835"
"software sac","7","3","20","48.83","5.86","https://www.zendesk.com.br/","0.00","0.00","0.94","11700000","0.67,0.67,0.67,0.67,0.67,0.33,0.67,0.33,1.00,1.00,0.33,0.67","1511699549"
"geoupon","27","29","260","87.42","0.13","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.19","54700000","0.54,0.44,0.54,0.54,0.67,0.67,0.82,0.67,0.82,0.82,0.82,1.00","1508846185"
"central ti","16","24","390","72.22","0.00","https://www.zendesk.com.br/internal-help-desk/it-help-desk-software/","0.00","0.00","0.02","456000000","0.10,0.04,0.12,0.29,0.36,0.19,0.24,1.00,0.67,0.10,0.10,0.24","1513220954"
"xerox norwalk ct","40","72","90","51.35","0.00","https://www.zendesk.com.br/customer/xerox/","0.00","0.00","0.00","0","0.20,0.20,0.20,0.20,0.20,0.20,0.20,0.20,1.00,1.00,0.20,0.20","1513478921"
"sms software","37","0","40","44.60","3.51","https://www.zendesk.com.br/talk/details/free-mass-sms-software/","0.00","0.00","0.92","98800000","0.80,1.00,1.00,0.80,0.80,0.60,0.60,1.00,0.80,0.60,0.60,0.60","1513184374"
"mensagens para empresa","20","28","50","68.11","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.03","3850000","1.00,1.00,0.80,1.00,1.00,1.00,1.00,0.80,1.00,1.00,0.60,0.40","1512559594"
"o que é self service","24","71","320","78.63","0.00","https://www.zendesk.com.br/guide/features/customer-portal-software/self-service-portal/","0.00","0.00","0.01","126000000","0.44,0.82,0.19,0.82,0.36,0.12,0.55,0.24,0.36,0.36,0.24,1.00","1513351696"
"free chat","35","33","320","48.87","0.61","https://www.zendesk.com.br/chat/features/free-chat-software/","0.00","0.00","0.45","197000000","0.67,0.54,0.67,0.82,1.00,0.67,0.67,0.54,0.82,1.00,1.00,1.00","1513202124"
"chat de celular","67","0","140","86.55","2.99","https://www.zendesk.com.br/chat/","0.00","0.00","0.39","56100000","0.81,0.54,1.00,0.54,0.27,0.42,0.42,0.54,0.65,0.65,0.42,0.54","1512394319"
"tipos de preços","91","91","90","71.57","0.00","https://www.zendesk.com.br/product/pricing/","0.00","0.00","0.01","30200000","0.82,0.07,0.03,0.07,0.12,1.00,1.00,0.44,0.07,0.07,0.19,0.67","1513533740"
"chat sem se cadastrar","59","89","30","71.13","0.06","https://www.zendesk.com.br/chat/features/","0.00","0.00","0.63","843000","0.09,0.36,1.00,0.64,0.27,0.18,0.36,0.09,0.18,0.09,0.09,0.09","1513137587"
"chat para facebook","97","0","720","85.64","0.32","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.83","224000000","0.19,0.19,0.44,0.19,0.16,0.30,0.16,0.67,1.00,1.00,0.82,0.44","1511135160"
"atendimento ao cliente o que é","17","18","30","69.10","0.00","https://www.zendesk.com.br/product/innovative-customer-service/","0.00","0.00","0.25","20400000","0.40,0.40,0.40,0.80,0.80,0.40,0.60,0.40,1.00,0.80,0.60,0.60","1511748590"
"voip call center","36","73","20","45.91","4.66","https://www.zendesk.com.br/talk/features/call-center-voip-software/","0.00","0.00","0.90","21600000","1.00,0.50,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.50,0.75,0.25","1511719477"
"mensagens sobre relacionamento","93","0","210","79.58","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.03","855000","0.65,0.81,0.81,1.00,1.00,0.81,0.81,0.65,0.81,0.81,0.81,0.81","1513321079"
"envio de mensagem","93","0","20","79.21","6.77","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.27","15600000","0.50,0.50,0.50,0.50,0.25,0.25,0.50,0.50,0.50,0.50,0.75,1.00","1513186112"
"grupuon","39","27","40","89.78","1.43","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.13","55500000","1.00,1.00,0.60,0.80,0.80,0.80,1.00,0.40,0.40,0.60,0.80,0.80","1512608180"
"chat no site","26","27","50","61.62","2.05","https://www.zendesk.com.br/chat/","0.00","0.00","0.69","244000000","0.71,1.00,0.71,1.00,0.71,0.43,0.71,0.71,0.71,0.57,0.71,0.71","1509334397"
"support xerox","38","50","90","69.15","0.00","https://www.zendesk.com.br/customer/xerox/","0.00","0.00","0.14","26500000","0.11,1.00,0.44,1.00,1.00,0.56,0.22,0.56,0.33,0.33,0.11,0.56","1513541720"
"gorpon","33","27","30","88.21","0.22","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.13","54600000","0.50,1.00,0.75,0.75,0.50,0.50,0.50,0.50,0.50,0.75,0.50,0.50","1513133547"
"mensagem sobre relacionamentos","79","0","20","80.12","1.14","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.04","1520000","0.50,0.25,0.75,0.75,0.75,0.25,0.50,0.75,0.25,0.25,1.00,0.50","1513196047"
"baixar aplicativo chat","81","81","20","86.81","0.26","https://www.zendesk.com.br/chat/","0.00","0.00","0.80","588000","0.33,0.67,0.33,0.67,1.00,0.33,0.33,0.33,0.33,1.00,0.67,0.33","1511780278"
"plataforma prezi","63","0","70","68.77","0.16","https://www.zendesk.com.br/customer/prezi/","0.00","0.00","0.16","384000","0.33,0.78,0.22,0.78,1.00,0.44,0.44,0.11,0.78,0.78,0.78,0.78","1511206561"
"bem vindofacebook","62","68","140","87.61","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","1740000","0.55,0.30,0.12,0.30,0.16,0.44,0.44,1.00,0.16,0.16,0.24,0.10","1513394058"
"qual o telefone da telefonica","67","80","40","80.70","2.02","https://www.zendesk.com.br/talk/","0.00","0.00","0.38","789000","0.60,1.00,0.80,0.80,0.80,0.60,1.00,0.60,0.80,0.40,0.60,0.40","1513088119"
"facebok bem vindo","66","58","110","84.68","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","26200000","0.15,1.00,0.05,0.12,0.24,0.07,0.02,0.07,0.03,0.03,0.15,0.07","1513550390"
"xeroz","37","0","880","76.46","2.83","https://www.zendesk.com.br/customer/xerox/","0.00","0.00","0.05","84200000","0.30,0.12,0.67,0.30,0.67,0.16,0.44,1.00,0.24,0.16,0.16,0.24","1511125472"
"live chat website plugin","46","54","90","33.32","0.00","https://www.zendesk.com.br/chat/features/wordpress-live-chat/","0.00","0.00","0.00","6880000","0.11,0.11,0.11,1.00,0.78,0.11,0.11,0.11,0.11,0.11,0.11,0.11","1509727816"
"skiyscanner","7","19","70","80.19","0.22","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.06","0","0.44,0.44,0.11,0.44,0.11,0.22,0.33,0.78,0.44,0.44,1.00,0.78","1511226280"
"o que significa help desk","36","0","70","75.48","4.72","https://www.zendesk.com.br/internal-help-desk/it-help-desk-software/","0.00","0.00","0.54","466000","0.78,1.00,0.78,0.78,0.56,0.33,0.78,0.56,0.78,0.56,0.78,0.56","1512490449"
"crupon","40","0","260","89.81","0.22","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.19","55400000","0.67,0.67,0.82,0.82,0.82,0.67,1.00,0.67,0.67,0.67,0.67,0.67","1511881745"
"chat portugues","42","0","390","68.52","0.91","https://www.zendesk.com.br/chat/","0.00","0.00","0.18","7490000","1.00,1.00,0.81,0.66,0.54,0.54,0.54,0.54,0.66,0.66,1.00,0.81","1511898150"
"cadastro gratis","65","80","50","71.78","1.20","https://www.zendesk.com.br/register/","0.00","0.00","0.22","1690000","0.44,0.56,0.56,0.44,0.33,0.33,0.44,0.33,1.00,0.56,0.56,0.56","1512598003"
"mensagem fecebook","42","43","110","88.65","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.01","20600000","0.30,0.44,1.00,0.44,1.00,0.30,0.36,0.16,1.00,1.00,0.55,0.67","1513415207"
"jhon lewis","49","0","40","63.99","0.00","https://www.zendesk.com.br/customer/john-lewis/","0.00","0.00","0.08","462000000","0.57,0.43,0.57,0.57,1.00,0.71,0.29,0.43,0.57,0.57,0.57,0.43","1509353142"
"tafe","39","83","390","20.51","1.10","https://www.zendesk.com.br/customer/tafe-nsw/","0.00","0.00","0.05","15800000","0.81,0.81,0.81,1.00,0.81,0.67,0.81,0.81,1.00,0.67,0.81,0.81","1513170153"
"www entrar com","49","0","590","72.06","0.00","https://www.zendesk.com.br/login/","0.00","0.00","0.01","87300000","0.12,0.82,0.36,0.82,0.36,0.12,1.00,0.24,0.36,0.36,0.67,0.55","1510542029"
"groupon telefone de contato","30","29","20","82.74","0.29","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.12","198000","1.00,0.50,0.75,0.50,0.50,0.50,0.25,0.25,0.25,0.25,0.50,0.25","1511725609"
"logging software","44","0","90","24.04","0.00","https://www.zendesk.com.br/support/features/incident-logging-software/","0.00","0.00","0.20","128000000","0.78,0.78,0.33,0.78,1.00,0.11,0.56,0.11,0.33,0.33,0.78,0.11","1509723400"
"zendesk api ticket","15","19","90","72.62","0.00","https://www.zendesk.com.br/","0.00","0.00","0.19","1300000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1513482728"
"zendesk api ticket","16","0","90","72.62","0.00","https://www.zendesk.com.br/help-desk-software/features/open-source-ticket-system/","0.00","0.00","0.19","1300000","0.44,0.11,0.56,0.11,1.00,0.33,0.33,0.78,0.11,0.11,0.11,0.11","1513482728"
"segurança security","99","0","70","49.63","2.02","https://www.zendesk.com.br/product/zendesk-security/","0.00","0.00","0.61","3040000","1.00,0.56,0.44,0.44,1.00,0.56,0.78,0.78,0.78,0.78,0.78,1.00","1512443538"
"jira service desk","28","0","170","48.61","18.77","https://www.zendesk.com.br/support/features/zendesk-vs-jira-service-desk/","0.00","0.00","0.70","528000","0.44,0.44,1.00,0.44,0.36,0.67,0.36,0.15,0.24,0.24,0.19,1.00","1513128792"
"geouppn","26","30","90","88.26","0.00","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.29","55800000","0.11,0.56,0.22,0.11,1.00,0.33,1.00,0.11,0.11,0.11,0.11,0.56","1509745152"
"perguntas sobre atendimento ao cliente","12","0","70","58.87","0.58","https://www.zendesk.com.br/resources/10-perguntas-para-a-contratacao-de-excelentes-representantes-de-atendimento-ao-cliente/","0.00","0.00","0.33","4220000","0.78,1.00,0.78,0.78,0.78,0.33,0.44,0.44,1.00,0.78,1.00,0.78","1512497738"
"free customer support system","84","0","90","43.35","0.00","https://www.zendesk.com.br/why-zendesk/customer/moonfruit/","0.00","0.00","0.00","49800000","0.20,0.20,0.60,0.20,0.20,1.00,0.20,0.20,0.20,0.20,0.20,0.20","1509749811"
"mesagem facebook","31","0","320","88.28","0.00","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.00","21900000","0.03,0.19,0.44,0.19,0.36,0.30,0.16,0.67,1.00,1.00,0.10,0.06","1513271015"
"central de conhecimento","37","2","260","60.50","0.00","https://www.zendesk.com.br/guide/","0.00","0.00","0.03","28300000","0.81,1.00,0.81,1.00,0.81,0.44,0.66,0.81,0.66,0.81,1.00,0.81","1508903296"
"central de atendimento ticket","51","43","170","67.81","0.19","https://www.zendesk.com.br/","0.00","0.00","0.12","380000","0.67,0.67,0.81,0.67,1.00,1.00,0.81,0.67,1.00,0.81,0.81,0.81","1512392567"
"what patch","60","0","70","72.90","0.00","https://www.zendesk.com.br/why-zendesk/customer/patch/","0.00","0.00","0.00","292000000","0.56,0.11,0.22,0.56,0.11,1.00,0.11,1.00,0.22,0.11,0.56,0.22","1511293702"
"atendimento livre","40","40","50","80.30","0.22","https://www.zendesk.com.br/product/mobile/","0.00","0.00","0.07","17600000","1.00,0.71,0.57,0.71,1.00,0.57,0.71,0.43,0.57,0.43,0.57,0.29","1512589454"
"drupal answer","64","0","90","52.02","0.00","https://www.zendesk.com.br/chat/features/drupal-live-chat/","0.00","0.00","0.00","28700000","0.14,0.14,0.14,0.14,0.14,1.00,1.00,0.43,0.14,0.14,0.14,0.14","1511171202"
"software online","72","28","110","50.71","6.55","https://www.zendesk.com.br/support/features/online-help-documentation-software/","0.00","0.00","0.91","1620000000","0.65,1.00,1.00,0.65,0.53,0.41,0.65,0.41,0.53,0.53,0.65,0.53","1512466491"
"telefone de chat","30","23","40","79.11","0.16","https://www.zendesk.com.br/chat/","0.00","0.00","0.61","1170000","1.00,0.71,0.29,0.71,0.43,0.71,1.00,0.71,0.43,0.43,0.43,0.43","1511376527"
"for segurança","69","71","110","62.44","0.00","https://www.zendesk.com.br/product/zendesk-security/","0.00","0.00","0.04","25200000","1.00,0.64,1.00,0.79,0.79,0.64,0.64,0.64,0.64,0.50,1.00,1.00","1512505589"
"call center software","8","9","30","43.81","21.47","https://www.zendesk.com.br/talk/features/call-center-software/","0.00","0.00","0.98","66800000","0.60,0.80,1.00,0.40,0.40,0.40,0.40,0.60,0.40,0.40,0.60,0.40","1513135041"
"skycaner","14","9","210","80.37","0.39","https://www.zendesk.com.br/customer/skyscanner/","0.00","0.00","0.11","0","0.82,0.44,0.19,0.44,1.00,0.29,0.67,0.15,1.00,1.00,0.15,0.36","1513304299"
"aplicativo chat on","32","43","90","83.77","0.00","https://www.zendesk.com.br/product/mobile/","0.00","0.00","0.09","906000","0.78,0.11,0.56,0.11,1.00,0.33,1.00,0.33,0.56,0.56,0.78,0.11","1511146394"
"aplicativos mensagem","35","0","20","79.32","0.71","https://www.zendesk.com.br/chat/message/","0.00","0.00","0.43","1140000","0.20,0.60,0.20,0.40,0.40,0.40,0.40,0.80,0.60,0.40,0.40,1.00","1511391940"
"zen eventos","43","56","70","77.38","0.00","https://www.zendesk.com.br/company/events/","0.00","0.00","0.08","543000","0.44,1.00,0.33,1.00,1.00,0.22,0.56,0.22,0.44,0.44,0.44,0.22","1511332355"
"groupon groupon","45","60","110","87.31","0.06","https://www.zendesk.com.br/customer/groupon/","0.00","0.00","0.19","31000000","0.79,0.64,0.79,0.50,0.79,0.64,0.79,0.79,0.64,0.50,1.00,1.00","1512492971"
"animoto pro free","31","0","90","63.32","0.00","https://www.zendesk.com.br/customer/animoto/","0.00","0.00","0.14","354000","0.11,0.11,0.56,0.11,1.00,0.78,0.11,0.11,0.11,0.11,0.11,0.56","1511170976"
"telefone preços","37","0","40","94.50","0.71","https://www.zendesk.com.br/talk/pricing/","0.00","0.00","0.79","24000000","0.80,1.00,0.80,1.00,1.00,0.80,0.80,0.60,1.00,0.80,0.80,0.80","1509343009"
"brand em portugues","100","0","90","81.19","0.00","https://www.zendesk.com.br/company/brand-assets/","0.00","0.00","0.00","37400000","0.02,0.02,0.06,0.02,0.08,0.10,0.67,0.10,1.00,0.06,0.02,0.06","1510567103"
"iphone help","92","63","40","79.60","0.00","https://www.zendesk.com.br/product/mobile/","0.00","0.00","0.04","172000000","0.40,0.80,1.00,1.00,1.00,0.80,1.00,0.80,0.80,0.80,0.80,0.60","1513182032"
