	keyword	Position	volume	difficulty	CPC	Competition	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
730	zendesk help desk	2	70	62.67	0.0	0.86	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	top_ranking
731	zendesk compare	2	70	48.37	0.0	0.64	1.0	1.0	59.0	205.0	72.0	90030.0	2371.0	17.499723	191.0	137.0	29.0	17.0	18.0	85.0	86.0	zendesk	top_ranking
732	sistema ticket	1	20	63.94	0.29	0.21	0.0	0.0	48.0	150.0	70.0	44448.0	1419.0	20.99307	177.0	114.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
733	zendesk contact	2	70	46.33	0.0	0.29	0.0	0.0	32.0	0.0	29.0	33215.0	466.0	9.980431	354.0	86.0	27.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
734	helpdesk opensource	2	70	41.04	9.77	0.83	1.0	1.0	60.0	111.0	40.0	42516.0	1128.0	17.301722	7.0	115.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
735	www zendesk com login	2	70	39.1	0.0	0.26	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
736	ticketing system free	2	70	45.44	0.0	0.71	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
740	customer call center software	3	90	43.02	0.0	0.0	1.0	1.0	30.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
741	ticket management system open source	3	90	35.61	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
742	support ticket system free	3	90	39.23	11.56	0.79	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
743	virtual call center companies	3	90	32.4	0.0	0.0	1.0	1.0	29.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
744	open source trouble ticket	3	90	35.06	0.0	0.71	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
745	online call center software	3	90	40.3	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
746	self service software portal	3	90	43.54	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
747	online ticketing system free	3	90	30.18	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
748	free ticket support system	3	90	42.21	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
749	free online ticketing system	3	90	24.97	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
750	app zendesk	3	90	50.74	0.0	0.38	1.0	1.0	67.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	15.0	16.0	85.0	86.0	zendesk	top_ranking
751	help desk ticketing system free	3	90	47.13	0.0	0.86	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
752	zendesk live chat integration	3	90	43.73	0.0	0.0	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	top_ranking
753	open source zendesk	3	90	52.2	0.0	0.0	1.0	1.0	60.0	111.0	40.0	42516.0	1128.0	17.301722	7.0	115.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
754	it help desk ticket system	3	90	47.33	0.0	0.0	0.0	0.0	48.0	150.0	70.0	44448.0	1419.0	20.99307	177.0	114.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
755	software help	3	90	46.67	0.0	0.17	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	top_ranking
756	free support ticket system	3	90	47.02	0.0	0.86	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
757	inbound call center solution	3	90	25.29	0.0	0.0	1.0	1.0	38.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
759	free ticketing system software	3	90	43.98	0.0	0.71	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
760	problem tracking system	3	90	59.59	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
761	it ticketing software	3	90	51.12	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
764	chat helpdesk	3	70	41.67	0.22	0.52	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
765	free ticketing system	3	70	44.86	6.74	0.58	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
768	zendesk uservoice	3	70	44.97	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
770	ticket support system open source	3	70	36.51	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
771	ticket system	2	50	53.5	183.51	0.87	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
773	zendesk compare	3	70	48.37	0.0	0.64	1.0	1.0	72.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
777	sistema de ticket	2	50	54.91	18.05	0.7	0.0	0.0	48.0	150.0	70.0	44448.0	1419.0	20.99307	177.0	114.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
778	free online support ticket system	3	70	42.06	115.13	1.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
779	zendesk widget	3	70	53.11	0.0	0.23	0.0	0.0	35.0	0.0	11.0	49344.0	1241.0	16.518726	350.0	88.0	36.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
787	ticketing system free	3	70	45.44	0.0	0.71	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
790	support ticket system open source	3	70	35.81	0.0	0.8	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
793	sistema de help desk open source	2	40	50.48	24.57	0.92	1.0	1.0	60.0	111.0	40.0	42516.0	1128.0	17.301722	7.0	115.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
794	edmunds	3	320	58.3	0.0	0.0	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
795	service desk open source	2	40	42.63	16.94	0.94	1.0	1.0	60.0	111.0	40.0	42516.0	1128.0	17.301722	7.0	115.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
844	trouble ticket	3	50	47.15	158.06	0.49	0.0	0.0	50.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
855	knowledge base software	2	30	37.61	10.98	0.78	1.0	1.0	51.0	204.0	32.0	40259.0	824.0	13.477732999999999	42.0	93.0	28.0	12.0	8.0	85.0	86.0	zendesk	top_ranking
902	helpdesk open source	3	30	37.14	25.61	0.87	1.0	1.0	60.0	111.0	40.0	42516.0	1128.0	17.301722	7.0	115.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
905	knowledge base software	3	30	37.61	10.98	0.78	1.0	1.0	38.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
912	help desk itil	2	20	52.48	39.88	0.89	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
922	chat software	2	20	45.16	0.19	0.6	4.0	3.0	49.0	202.0	19.0	39870.0	823.0	13.549033999999999	353.0	96.0	29.0	27.0	29.0	85.0	86.0	zendesk	top_ranking
942	open source help desk	2	20	43.33	21.63	0.9	1.0	1.0	60.0	111.0	40.0	42516.0	1128.0	17.301722	7.0	115.0	31.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	zendesk	top_ranking
957	software para sac	3	20	44.96	9.8	1.0	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	top_ranking
979	knowledge management software	3	20	41.12	2.44	0.54	2085.254464285714	12.008928571428571	58.389380530973455	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	1.0	3.0	85.0	86.0	zendesk	top_ranking
984	software de suporte	3	20	53.42	11.63	0.37	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	top_ranking
994	software de atendimento	3	20	52.24	3.42	0.9	32904.0	117.0	76.0	213.0	24.0	45511.0	628.0	9.265891	543.0	93.0	29.0	50.0	52.0	40.07752189425884	45.54038274408044	zendesk	top_ranking
3557	freshdesk	1	1300	55.41	22.84	0.61	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3558	fresh desk	1	90	58.01	37.11	0.71	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3559	fresdesk	1	90	60.99	20.98	0.54	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3561	chat helpdesk	1	70	41.67	0.22	0.52	0.0	0.0	53.0	158.0	0.0	20809.0	556.0	17.107979999999998	74.0	31.0	13.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3562	publico alvo natura cosmeticos	1	70	79.87	0.0	0.02	0.0	0.0	62.0	0.0	37.0	22850.0	1006.0	27.991246999999998	2.0	13.0	8.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3563	helpdesk free	1	50	50.07	12.87	0.98	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3564	help desk free	2	170	59.77	21.05	0.91	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3569	help desk software	3	140	51.5	58.23	0.95	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3571	e ticket email	2	90	54.28	0.0	0.0	0.0	0.0	127.0	245.0	19.0	25123.0	1026.0	24.694502	3.0	36.0	13.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3572	freshdesk inc	2	90	56.49	0.0	0.0	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3574	software de suporte	1	20	53.42	11.63	0.37	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3575	software help desk	3	90	50.23	61.46	0.96	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3576	fresdesk	3	90	60.99	20.98	0.54	0.0	0.0	74.0	212.0	0.0	24869.0	807.0	20.559732	130.0	34.0	13.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3577	freshdesk inc	3	90	56.49	0.0	0.0	0.0	0.0	74.0	212.0	0.0	24869.0	807.0	20.559732	130.0	34.0	13.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3578	freshdesk mobile	3	90	52.37	0.0	0.0	0.0	0.0	72.0	207.0	33.0	20593.0	519.0	16.005438	73.0	32.0	13.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3579	freshdesk crm	3	70	33.77	40.11	0.91	0.0	0.0	74.0	212.0	0.0	24869.0	807.0	20.559732	130.0	34.0	13.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3580	publico alvo natura	3	70	79.36	0.0	0.0	0.0	0.0	62.0	0.0	37.0	22850.0	1006.0	27.991246999999998	2.0	13.0	8.0	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3581	help desk online gratis	3	70	59.21	119.24	0.95	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3584	software para help desk	2	40	54.01	58.66	0.94	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3585	software help desk gratuito	2	40	63.64	61.1	0.93	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3592	software de help desk	2	30	53.49	98.51	1.0	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
3593	sistema de help desk free	3	40	64.88	48.94	0.97	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3594	help desk gratuito	3	40	58.28	50.48	0.88	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3596	help desk free portugues	3	40	66.83	18.08	0.76	0.0	0.0	84.0	162.00653594771242	35.00653594771242	39013.64705882353	943.875816993464	15.3314386372549	171.9607843137255	75.33333333333333	22.49673202614379	11.79020979020979	12.321678321678322	31.272120466490453	32.013206820940425	freshdesk	top_ranking
3597	software de helpdesk	2	30	51.69	49.82	0.93	548.0	31.0	71.0	256.0	44.0	21208.0	305.0	9.9679365	78.0	31.0	13.0	31.0	32.0	35.19230769230769	40.42307692307692	freshdesk	top_ranking
