	keyword	Position	volume	difficulty	CPC	Url	Competition	title	Backlinks	Domains	length_title	length_description	length_headline	Size	word_count	text_ratio	Inlinks	Outlinks	external_outlinks	url_score	url_trust	avg_backlink_score	avg_backlink_trust	competitor	type
1878	central de atendimentos claro	66	20	80.3	1.07	https://blog.octadesk.com/monte-uma-central-de-atendimento-ao-cliente/	0.45				50.0	138.0	8.0	77358.0	2121.0	18.192865	9.0	62.0	5.0					octadesk	second_page
1879	planilha clientes	38	70	74.85	0.71	https://blog.octadesk.com/tag/planilha-de-cadastro-de-clientes/	0.29																	octadesk	second_page
1880	sistema de ticket	79	50	54.91	18.05	https://www.octadesk.com/	0.7	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1905	controle de senhas de atendimento	93	70	40.77	3.12	https://blog.octadesk.com/seguranca-atendimento-ao-cliente/	0.79				68.0	142.0	8.0	61256.0	864.0	9.465196	9.0	58.0	5.0					octadesk	second_page
1906	sistema de atendimento online gratis	19	20	52.17	0.0	https://www.octadesk.com/	0.58	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1931	roge distribuidora	39	1600	86.19	0.16	https://www.octadesk.com/casos-de-sucesso/sistema-de-atendimento	0.01				68.0	120.0	68.0	30581.0	973.0	21.284457999999997	223.0	9.0	5.0					octadesk	second_page
1932	reclaem aqui	42	70	74.08	0.09	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.02																	octadesk	second_page
1933	planilha de produtividade	50	170	74.77	0.06	https://blog.octadesk.com/planilha-de-atendimento-ao-cliente/	0.24																	octadesk	second_page
1934	zendeks	44	90	70.87	7.46	https://www.octadesk.com/concorrentes/zendesk	0.51																	octadesk	second_page
1935	planilha de clientes gratis	37	70	69.61	1.56	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.76																	octadesk	second_page
1936	videos de atendimento ao cliente	48	140	83.36	0.0	https://www.octadesk.com/atendimento-ao-cliente	0.06				54.0	83.0	57.0	50365.0	1096.0	14.643105499999999	114.0	26.0	5.0					octadesk	second_page
1937	cultura organizacional netflix	21	90	70.69	0.0	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.04				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
1938	novarejo	72	260	64.29	0.45	https://blog.octadesk.com/novarejo-qualidade-no-atendimento/	0.1																	octadesk	second_page
1939	gestao processos	89	30	66.82	3.61	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.7				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
1940	netflix atendimento ao cliente	36	70	50.15	1.85	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.1				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
1941	o que é cdata	67	90	76.15	0.0	https://blog.octadesk.com/tag/inovacoes-em-atendimento/	0.0																	octadesk	second_page
1942	primeiros passos extrema	93	90	62.72	0.0	https://blog.octadesk.com/os-primeiros-passos-para-iniciar-um-programa-de-atendimento-ao-cliente/	0.0																	octadesk	second_page
1943	atendimento bom	35	260	78.06	0.0	https://blog.octadesk.com/bom-atendimento-valorizacao-produto/	0.0				55.0	156.0	8.0	66345.0	1488.0	14.218101999999998	10.0	58.0	6.0					octadesk	second_page
1944	historia de terror verdadeiras	100	50	68.18	0.0	https://blog.octadesk.com/historia-de-terror-de-atendimento-ao-cliente-verdadeira-parte-1/	0.0																	octadesk	second_page
1945	historia do terror	87	90	80.1	0.0	http://blog.octadesk.com/historia-de-terror-de-atendimento-ao-cliente-verdadeira-parte-1/	0.02																	octadesk	second_page
1946	a pergunta definitiva	52	90	75.84	0.32	https://blog.octadesk.com/porque-usar-nps/	0.28				56.0	149.0	8.0	68052.0	1403.0	12.793158	128.0	57.0	7.0					octadesk	second_page
1947	empresa excelência	83	260	43.49	0.0	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.01				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
1948	como se escreve atendente	94	90	89.73	0.0	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.0				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1949	regras de atendimento ao cliente	66	50	67.86	1.79	https://www.octadesk.com/	0.09	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
1974	sistema para abertura de chamados	73	90	53.0	2.41	https://www.octadesk.com/comparativo/controle-de-chamados	0.79																	octadesk	second_page
1975	relcame aqui	39	320	69.89	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
1976	o que é qualidade no atendimento	19	90	58.29	4.13	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.03				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
1977	o que é qualidade no atendimento	20	90	58.29	4.13	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.03				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
1978	da help desk	14	90	61.33	0.0	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.0				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
1979	planilha de controle de clientes gratis	28	70	74.1	4.52	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.72																	octadesk	second_page
1980	dicas para relacionamento	84	140	78.97	0.13	https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.09				54.0	156.0	8.0	65243.0	1362.0	13.107920000000002	18.0	58.0	8.0					octadesk	second_page
1981	controle de cliente	50	40	65.27	3.97	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.62				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
1982	atendimento ao cliente ppt	33	140	62.71	1.2	https://blog.octadesk.com/guia-de-atendimento-ao-cliente/	0.09				59.0	125.0	8.0	71803.0	1765.0	16.12189	10.0	70.0	5.0					octadesk	second_page
1983	desk service	7	20	43.66	10.26	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.76				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	first_page
1984	desck	94	210	60.53	0.0	https://www.octadesk.com/	0.01	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2009	zen desk	44	210	72.89	41.61	https://www.octadesk.com/concorrentes/zendesk	0.72																	octadesk	second_page
2010	imagens de atendimento ao cliente	23	140	60.73	0.0	https://www.octadesk.com/	0.02	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2035	excelência	83	8100	62.22	0.0	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.0				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
2036	helpdes	13	40	52.71	0.0	https://www.octadesk.com/	0.48	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2061	chat atendimento online gratis	29	90	57.58	12.9	https://www.octadesk.com/chat-para-site	0.55																	octadesk	second_page
2062	como mapear processos	98	140	67.73	2.34	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.49				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
2063	geração z no mercado de trabalho	91	210	74.65	0.87	https://blog.octadesk.com/seu-atendimento-esta-pronto-para-a-geracao-z/	0.05																	octadesk	second_page
2064	de pessoas	34	480	75.48	1.04	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.05				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
2065	o que e experiencia	63	140	69.91	0.0	https://blog.octadesk.com/o-que-e-customer-centric/	0.0				70.0	153.0	8.0	73717.0	2223.0	19.648113000000002	43.0	61.0	9.0					octadesk	second_page
2066	assistente de atendimento o que faz	72	90	87.2	1.98	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.06				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
2067	net atendimento consumidor	96	20	79.15	0.91	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.32				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
2068	chat online grátis	58	30	66.35	1.4	https://www.octadesk.com/chat-para-site	0.9																	octadesk	second_page
2069	características de um bom profissional	19	90	74.41	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.01				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
2070	atendimento à clientes	59	50	75.56	0.0	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.04				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
2071	modelo checklist	29	140	57.67	0.06	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.01																	octadesk	second_page
2072	supervisor de atendimento ao cliente	36	90	80.43	1.01	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.29				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
2073	site reclame aqui	29	2400	80.41	0.13	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.04																	octadesk	second_page
2074	treinamento atendimento ao cliente	36	260	61.83	2.24	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.32				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
2075	como organizar financeiramente uma empresa	93	70	66.5	0.42	https://blog.octadesk.com/qualidade-no-atendimento/	0.08				66.0	132.0	8.0	79376.0	2792.0	22.372002	6.0	63.0	5.0					octadesk	second_page
2076	exelência	69	880	68.17	0.0	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.0				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
2077	netflix atendimento	20	210	59.15	0.0	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.06				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
2078	reclaque aqui	58	140	71.83	0.26	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
2079	oque cultura	85	70	84.61	0.06	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.1				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
2080	suporte help desk	92	70	64.06	78.47	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.97				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
2081	como tratar um cliente	98	90	64.59	0.0	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.01				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2082	chat de	78	590	61.99	0.52	https://blog.octadesk.com/tag/chat-de-atendimento-online/	0.63																	octadesk	second_page
2083	o que significa processar dados	81	70	75.49	0.03	https://www.octadesk.com/politica-de-privacidade	0.04																	octadesk	second_page
2084	atendimento online gratis	49	90	57.95	1.98	https://www.octadesk.com/	0.34	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2109	problemas para resolver	42	110	74.34	2.99	https://blog.octadesk.com/suporte-ao-cliente-tecnologia/	0.02				62.0	151.0	8.0	65155.0	1123.0	11.142660000000001	142.0	62.0	5.0					octadesk	second_page
2110	gestão dos processos	68	70	63.65	4.88	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.43				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
2111	central de atendimento bom	98	880	75.27	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.01				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
2112	vagas para atendimento ao cliente	47	20	75.92	0.19	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.49				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
2113	crescimento empresarial	71	140	49.68	2.34	http://blog.octadesk.com/tag/crescimento-empresarial/	0.05																	octadesk	second_page
2114	projeto atendimento ao cliente	27	90	74.92	1.85	https://blog.octadesk.com/metodologia-qualidade-no-atendimento-ao-cliente/	0.29				69.0	141.0	8.0	73493.0	1669.0	14.798689000000001	17.0	64.0	5.0					octadesk	second_page
2115	mau atendimento ao cliente	18	260	54.3	0.65	http://blog.octadesk.com/mau-atendimento-excelente-produto/	0.06													1.0	3.0	23.0	32.0	octadesk	second_page
2116	atendimento cliente	92	140	73.1	0.13	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.23				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
2117	dica de relacionamento	99	40	87.85	0.0	http://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.11																	octadesk	second_page
2118	planilha controle de clientes excel	55	30	71.83	0.0	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.38																	octadesk	second_page
2119	site o tempo	37	140	77.04	0.0	https://www.octadesk.com/chat-para-site	0.01																	octadesk	second_page
2120	como deve ser o atendimento ao cliente	15	70	62.0	0.45	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.16				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
2121	como deve ser o atendimento ao cliente	16	70	62.0	0.45	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.16				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2122	contato com o cliente	44	90	66.24	0.0	https://www.octadesk.com/	0.03	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2147	globo com atendimento ao cliente	19	90	68.06	0.0	http://blog.octadesk.com/canais-de-atendimento-globo/	0.13																	octadesk	second_page
2148	planilha de cadastro de clientes	45	590	76.94	1.17	http://content.octadesk.com/lp-planilha-cadastro-de-clientes	0.36																	octadesk	second_page
2149	recalame aqui	53	110	79.14	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
2150	politica de atendimento ao cliente	28	70	61.99	0.94	https://www.octadesk.com/politica-de-privacidade	0.07																	octadesk	second_page
2151	www aconteceonline net	73	70	64.58	0.0	https://blog.octadesk.com/atendimento-online-e-commerce/	0.0				58.0	155.0	8.0	75364.0	2197.0	18.665411	20.0	57.0	9.0					octadesk	second_page
2152	reclamações de clientes	23	90	65.77	1.56	https://blog.octadesk.com/como-diminuir-o-numero-de-reclamacoes-no-atendimento-ao-cliente/	0.05																	octadesk	second_page
2153	é cultura	39	90	84.16	0.0	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.0				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
2154	atendente de sac	20	140	84.16	0.94	https://blog.octadesk.com/4-dicas-para-se-tornar-o-melhor-atendente-de-sac-da-sua-empresa/	0.17																	octadesk	second_page
2155	escala de velocidade	33	90	84.48	0.0	https://blog.octadesk.com/ganhe-escala-e-velocidade-no-atendimento-ao-cliente-com-chatbots/	0.0				64.0	147.0	8.0	56295.0	491.0	5.700328400000001	5.0	55.0	7.0					octadesk	second_page
2156	atendente de help desk o que faz	26	70	73.35	12.93	https://blog.octadesk.com/diferencas-service-desk-e-help-desk/	0.32				72.0	146.0	8.0	67714.0	1729.0	16.277282999999997	23.0	57.0	5.0					octadesk	second_page
2157	recrame aqui	27	170	74.13	0.13	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.12																	octadesk	second_page
2158	planilha de controle de clientes	34	140	67.91	0.97	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.63																	octadesk	second_page
2159	oque é cultura	85	1900	83.04	0.35	https://blog.octadesk.com/cultura-de-atendimento-o-que-e/	0.04				50.0	147.0	8.0	89076.0	3262.0	23.133055	33.0	63.0	20.0					octadesk	second_page
2160	oqo arquiteto faz	88	20	81.18	0.0	https://blog.octadesk.com/atendimento-ao-cliente-para-arquitetos/	0.05				73.0	145.0	8.0	63229.0	1123.0	10.898479	38.0	57.0	10.0					octadesk	second_page
2161	atendimento ao clientes	68	20	71.09	0.16	https://www.octadesk.com/funcionalidades/atendimento-ao-cliente	0.35				85.0	120.0	55.0	33328.0	463.0	9.466515	249.0	2.0	5.0					octadesk	second_page
2162	empreendedorismo e gestao	78	30	71.8	5.96	https://blog.octadesk.com/empreendedorismo-gestao/	0.6				56.0	137.0	8.0	59350.0	556.0	6.0572870000000005	68.0	61.0	5.0					octadesk	second_page
2163	a excelencia no atendimento ao cliente	30	70	70.01	0.39	https://blog.octadesk.com/excelencia-no-atendimento-importancia/	0.37				65.0	145.0	8.0	76803.0	2312.0	18.595629000000002	24.0	61.0	7.0					octadesk	second_page
2164	www planoeplano com br	71	140	59.9	0.35	https://www.octadesk.com/	0.16	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2189	casos de sucesso	89	390	73.77	2.05	https://www.octadesk.com/casos-de-sucesso/sistema-de-atendimento	0.12				68.0	120.0	68.0	30581.0	973.0	21.284457999999997	223.0	9.0	5.0					octadesk	second_page
2190	diferença entre tem e têm	69	320	75.93	0.0	https://blog.octadesk.com/diferenca-omnichannel-multichannel/	0.0				69.0	146.0	8.0	65707.0	1414.0	13.860016	39.0	58.0	7.0					octadesk	second_page
2191	artigo atendimento ao cliente	27	40	64.27	1.23	http://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.06																	octadesk	second_page
2192	atendimento ao cliente por telefone dicas	36	90	61.72	2.63	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.21				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2193	reclamame aqui	39	70	74.08	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.01																	octadesk	second_page
2194	reclame aqui empresas	26	390	90.74	0.0	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.0																	octadesk	second_page
2195	processos em uma empresa	57	20	64.28	0.0	https://blog.octadesk.com/gestao-de-processos-no-atendimento/	0.13				67.0	151.0	8.0	74036.0	2543.0	22.54984	28.0	52.0	5.0					octadesk	second_page
2196	recrutamento de pessoas	39	590	76.44	1.53	https://blog.octadesk.com/recrutamento-de-pessoas/	0.32				64.0	142.0	8.0	69537.0	2123.0	19.882939999999998	23.0	56.0	7.0					octadesk	second_page
2197	seu cliente pode pagar mais	94	140	85.21	0.29	https://blog.octadesk.com/bom-atendimento-valorizacao-produto/	0.29				55.0	156.0	8.0	66345.0	1488.0	14.218101999999998	10.0	58.0	6.0					octadesk	second_page
2198	o que é qualidade no atendimento ao cliente	21	70	61.88	2.11	https://blog.octadesk.com/qualidade-no-atendimento-ao-cliente/	0.27				63.0	151.0	8.0	94029.0	4469.0	30.293846000000002	13.0	64.0	5.0					octadesk	second_page
2199	o que é qualidade no atendimento ao cliente	22	70	61.88	2.11	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.27				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2200	o bom atendimento	14	40	68.13	0.16	https://blog.octadesk.com/7-dicas-bom-atendimento-ao-cliente/	0.12				70.0	138.0	8.0	74110.0	2183.0	18.704628	9.0	60.0	8.0					octadesk	second_page
2201	questões de atendimento ao cliente	93	90	80.13	0.0	https://blog.octadesk.com/suporte-ao-cliente-tecnologia/	0.18				62.0	151.0	8.0	65155.0	1123.0	11.142660000000001	142.0	62.0	5.0					octadesk	second_page
2202	em atendimento	78	260	71.8	0.0	https://blog.octadesk.com/category/empreendedorismo/inovacao/inovacoes-em-atendimento/	0.23																	octadesk	second_page
2203	o que e atendimento	26	260	69.41	0.0	https://blog.octadesk.com/o-que-e-customer-centric/	0.05				70.0	153.0	8.0	73717.0	2223.0	19.648113000000002	43.0	61.0	9.0					octadesk	second_page
2204	planilha cadastro de clientes excel	46	140	68.21	1.17	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.35																	octadesk	second_page
2205	atendimento de qualidade ao cliente	16	50	54.72	0.0	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.16				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2206	como responder um cliente insatisfeito	91	90	68.36	0.0	https://blog.octadesk.com/como-lidar-com-um-cliente-enfurecido-e-terminar-bem-seu-dia/	0.01				61.0	154.0	8.0	62103.0	811.0	8.3554735	12.0	64.0	5.0					octadesk	second_page
2207	cartão bom atendimento online	36	30	67.87	0.0	https://www.octadesk.com/	0.1	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2232	a qualidade	28	260	80.25	0.0	https://blog.octadesk.com/como-melhorar-a-qualidade-no-atendimento-ao-cliente/	0.01				57.0	153.0	8.0	75319.0	1947.0	16.345144	20.0	61.0	5.0					octadesk	second_page
2233	frases de bom atendimento ao cliente	26	110	66.55	1.82	https://blog.octadesk.com/atendimento-ao-cliente-como-se-destacar-da-concorrencia/	0.12				56.0	151.0	8.0	60744.0	963.0	10.373041	4.0	59.0	5.0					octadesk	second_page
2234	oque é feedback	96	210	71.94	0.0	https://blog.octadesk.com/o-que-fazer-feedback-do-cliente/	0.01																	octadesk	second_page
2235	baixar ebook	97	480	73.65	2.37	https://www.octadesk.com/materiais-para-helpdesk	0.06																	octadesk	second_page
2236	formas de atendimento ao cliente	63	70	63.92	0.0	https://blog.octadesk.com/metodologia-qualidade-no-atendimento-ao-cliente/	0.07				69.0	141.0	8.0	73493.0	1669.0	14.798689000000001	17.0	64.0	5.0					octadesk	second_page
2237	qualidade no atendimento ao público	50	590	67.25	2.24	https://blog.octadesk.com/gestao-de-pessoas-atendimento-ao-cliente/	0.05				63.0	150.0	8.0	72486.0	2054.0	18.039345	41.0	63.0	5.0					octadesk	second_page
2238	central de atendimento ao cliente	34	70	81.6	2.7	https://blog.octadesk.com/monte-uma-central-de-atendimento-ao-cliente/	0.13				50.0	138.0	8.0	77358.0	2121.0	18.192865	9.0	62.0	5.0					octadesk	second_page
2239	planilha de tempo	85	90	61.83	0.61	https://blog.octadesk.com/kit-planilhas-de-atendimento-ao-cliente/	0.26				64.0	148.0	8.0	63665.0	1215.0	12.411843	8.0	60.0	5.0					octadesk	second_page
2240	o que é omnichannel	22	140	53.7	7.82	https://blog.octadesk.com/diferenca-omnichannel-multichannel/	0.22				69.0	146.0	8.0	65707.0	1414.0	13.860016	39.0	58.0	7.0					octadesk	second_page
2241	como melhorar o seu relacionamento	31	90	76.92	0.0	https://blog.octadesk.com/dicas-relacionamento-com-o-cliente/	0.13				54.0	156.0	8.0	65243.0	1362.0	13.107920000000002	18.0	58.0	8.0					octadesk	second_page
2242	caracteristicas boas de uma pessoa	88	320	72.83	0.0	https://blog.octadesk.com/caracteristicas-de-um-profissional-de-atendimento-ao-cliente/	0.0				66.0	147.0	8.0	60451.0	920.0	9.864187	7.0	57.0	5.0					octadesk	second_page
2243	modelo de lista de verificação	62	90	66.12	0.0	https://blog.octadesk.com/checklist-de-atendimento-helpdesk/	0.0																	octadesk	second_page
2244	mercado de aplicativos	77	170	69.31	4.79	https://blog.octadesk.com/mercado-de-aplicativos-no-octadesk/	0.23																	octadesk	second_page
2245	sistema de sac	30	30	67.03	2.99	https://www.octadesk.com/	0.59	Help Desk e sistema de atendimento ao cliente Octadesk	20.0	13.0	54.0	121.0	105.0	30577.0	434.0	9.428656	393.0	2.0	5.0	10.0	10.0	24.545454545454547	34.18181818181818	octadesk	second_page
2270	cadastro clientes excel gratis	47	70	62.97	2.05	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.51																	octadesk	second_page
2271	reclamen aqui	35	70	78.43	0.39	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.05																	octadesk	second_page
2272	reclamae aqui	28	140	73.23	0.16	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.03																	octadesk	second_page
2273	agradecimento cliente	86	70	63.77	0.0	https://blog.octadesk.com/atendimento-ao-cliente-para-arquitetos/	0.04				73.0	145.0	8.0	63229.0	1123.0	10.898479	38.0	57.0	10.0					octadesk	second_page
2274	planilha excel para cadastro de clientes	52	20	73.38	8.01	https://blog.octadesk.com/planilha-de-cadastro-de-clientes/	0.36																	octadesk	second_page
2275	atendimento ao cliente sebrae	34	90	72.02	1.2	https://blog.octadesk.com/sebrae-oferece-curso-gratuito-sobre-atendimento-ao-cliente/	0.12																	octadesk	second_page
2276	resolva o sistema	94	210	86.7	0.0	https://www.octadesk.com/help-desk	0.0	Conheça o Octadesk - Sistema de Help Desk	0.0	0.0	41.0	69.0	83.0	44636.0	691.0	10.377274	113.0	3.0	5.0					octadesk	second_page
2277	reclame aui	41	880	81.8	0.19	https://blog.octadesk.com/como-evitar-que-sua-empresa-apareca-no-reclame-aqui/	0.04																	octadesk	second_page
2278	o que e atendimento ao cliente	42	50	70.74	0.16	https://blog.octadesk.com/sistema-de-atendimento-ao-cliente/	0.4				68.0	150.0	8.0	73471.0	1974.0	17.695417000000003	31.0	62.0	5.0					octadesk	second_page
2279	planilhas de organização	96	40	71.44	0.0	https://blog.octadesk.com/kit-planilhas-de-atendimento-ao-cliente/	0.32				64.0	148.0	8.0	63665.0	1215.0	12.411843	8.0	60.0	5.0					octadesk	second_page
2280	novo auto atendimento	92	70	79.43	0.0	https://blog.octadesk.com/novidades-base-de-conhecimento/	0.03				67.0	133.0	8.0	61920.0	910.0	9.685078	5.0	56.0	5.0					octadesk	second_page
